Cell_type,Cell_code,Photo_id,Photo_path,H,W,red_max,red_min,red_mean,green_max,green_min,green_mean,blue_max,blue_min,blue_mean
MYO,MYO,MYO_1183,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1183.tiff,400.0,400.0,255.0,87.0,203.65603125,250.0,0.0,161.07725,255.0,95.0,206.05278125
MYO,MYO,MYO_2982,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2982.tiff,400.0,400.0,255.0,1.0,204.63118125,252.0,0.0,181.38934375,243.0,133.0,208.978375
MYO,MYO,MYO_1357,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1357.tiff,400.0,400.0,255.0,8.0,204.77284375,255.0,0.0,174.996725,255.0,134.0,207.2388375
MYO,MYO,MYO_1707,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1707.tiff,400.0,400.0,255.0,0.0,213.4831125,255.0,0.0,185.65023125,255.0,138.0,216.95548125
MYO,MYO,MYO_2828,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2828.tiff,400.0,400.0,255.0,39.0,206.56101875,247.0,0.0,181.36348125,244.0,146.0,212.39985
MYO,MYO,MYO_0815,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0815.tiff,400.0,400.0,255.0,2.0,208.03900625,255.0,0.0,177.00965,255.0,141.0,212.48215
MYO,MYO,MYO_2081,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2081.tiff,400.0,400.0,255.0,55.0,210.60679375,255.0,0.0,177.02413125,252.0,100.0,210.82708125
MYO,MYO,MYO_0546,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0546.tiff,400.0,400.0,255.0,0.0,210.2602125,255.0,0.0,183.42391875,253.0,103.0,210.848
MYO,MYO,MYO_0116,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0116.tiff,400.0,400.0,255.0,48.0,226.0835625,255.0,0.0,201.49186875,255.0,162.0,231.65853125
MYO,MYO,MYO_0403,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0403.tiff,400.0,400.0,255.0,77.0,213.8029375,255.0,0.0,178.90610625,252.0,150.0,212.197825
MYO,MYO,MYO_0053,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0053.tiff,400.0,400.0,255.0,112.0,207.1432,255.0,1.0,175.89640625,253.0,144.0,215.75664375
MYO,MYO,MYO_2594,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2594.tiff,400.0,400.0,255.0,76.0,212.084025,255.0,0.0,177.4059625,255.0,144.0,212.8767875
MYO,MYO,MYO_1212,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1212.tiff,400.0,400.0,255.0,70.0,225.30693125,255.0,0.0,201.0140625,255.0,179.0,226.150525
MYO,MYO,MYO_1642,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1642.tiff,400.0,400.0,207.0,0.0,154.0780625,192.0,0.0,120.92384375,196.0,107.0,160.8246125
MYO,MYO,MYO_0950,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0950.tiff,400.0,400.0,255.0,11.0,217.81114375,255.0,0.0,189.34271875,255.0,25.0,224.9550125
MYO,MYO,MYO_2347,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2347.tiff,400.0,400.0,255.0,54.0,186.648075,255.0,0.0,151.0397375,253.0,73.0,186.63575
MYO,MYO,MYO_1992,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1992.tiff,400.0,400.0,255.0,36.0,221.9705125,255.0,0.0,196.63080625,255.0,125.0,227.77876875
MYO,MYO,MYO_0680,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0680.tiff,400.0,400.0,255.0,42.0,215.5536,255.0,0.0,193.268025,255.0,163.0,219.5284375
MYO,MYO,MYO_1838,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1838.tiff,400.0,400.0,255.0,26.0,187.28553125,248.0,0.0,162.54858125,250.0,136.0,201.9994875
MYO,MYO,MYO_2717,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2717.tiff,400.0,400.0,252.0,72.0,194.91499375,245.0,0.0,164.24705,253.0,153.0,210.46746875
MYO,MYO,MYO_1091,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1091.tiff,400.0,400.0,255.0,82.0,209.98118125,255.0,0.0,173.14015625,255.0,165.0,215.9179125
MYO,MYO,MYO_3106,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3106.tiff,400.0,400.0,255.0,33.0,217.82439375,255.0,0.0,195.0821125,255.0,141.0,216.79996875
MYO,MYO,MYO_1584,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1584.tiff,400.0,400.0,255.0,35.0,215.91711875,255.0,0.0,193.46724375,255.0,130.0,219.55310625
MYO,MYO,MYO_3043,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3043.tiff,400.0,400.0,255.0,66.0,205.8663875,250.0,0.0,186.600175,255.0,133.0,215.67401875
MYO,MYO,MYO_2202,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2202.tiff,400.0,400.0,255.0,37.0,197.12128125,255.0,0.0,167.56215625,255.0,86.0,202.38395625
MYO,MYO,MYO_0395,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0395.tiff,400.0,400.0,255.0,0.0,207.14836875,254.0,0.0,191.90130625,243.0,121.0,215.966175
MYO,MYO,MYO_2652,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2652.tiff,400.0,400.0,255.0,32.0,204.2988625,249.0,0.0,167.8991875,255.0,126.0,213.99751875
MYO,MYO,MYO_0100,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0100.tiff,400.0,400.0,199.0,39.0,141.9935,181.0,0.0,122.90665,182.0,112.0,149.49896875
MYO,MYO,MYO_0550,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0550.tiff,400.0,400.0,255.0,66.0,213.995775,255.0,0.0,190.537925,255.0,169.0,217.8519375
MYO,MYO,MYO_2097,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2097.tiff,400.0,400.0,255.0,1.0,209.95469375,255.0,0.0,182.41891875,255.0,140.0,215.8365625
MYO,MYO,MYO_0803,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0803.tiff,400.0,400.0,254.0,34.0,187.6504875,247.0,0.0,163.3875625,252.0,142.0,201.47358125
MYO,MYO,MYO_1711,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1711.tiff,400.0,400.0,206.0,0.0,153.498475,193.0,0.0,122.10075,196.0,97.0,161.454775
MYO,MYO,MYO_1341,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1341.tiff,400.0,400.0,255.0,75.0,214.10663125,250.0,0.0,188.307775,255.0,169.0,221.33919375
MYO,MYO,MYO_2994,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2994.tiff,400.0,400.0,255.0,55.0,201.2098625,251.0,0.0,170.3315125,246.0,137.0,203.51756875
MYO,MYO,MYO_0946,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0946.tiff,400.0,400.0,255.0,48.0,198.17371875,254.0,0.0,170.31083125,252.0,90.0,198.57674375
MYO,MYO,MYO_1654,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1654.tiff,400.0,400.0,255.0,82.0,219.1474125,254.0,0.0,187.5634875,255.0,164.0,224.35219375
MYO,MYO,MYO_3239,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3239.tiff,400.0,400.0,249.0,42.0,191.128225,255.0,0.0,171.48745,255.0,83.0,206.2763625
MYO,MYO,MYO_1204,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1204.tiff,400.0,400.0,255.0,0.0,200.3276125,255.0,0.0,167.9503875,253.0,112.0,207.30768125
MYO,MYO,MYO_2582,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2582.tiff,400.0,400.0,255.0,0.0,206.19229375,250.0,0.0,173.30144375,254.0,143.0,215.44610625
MYO,MYO,MYO_0045,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0045.tiff,400.0,400.0,251.0,50.0,195.76765625,246.0,0.0,165.51250625,245.0,142.0,202.233525
MYO,MYO,MYO_2078,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2078.tiff,400.0,400.0,189.0,50.0,140.8744875,182.0,0.0,119.854375,186.0,108.0,150.4462875
MYO,MYO,MYO_0415,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0415.tiff,400.0,400.0,255.0,24.0,211.8055625,254.0,0.0,183.6782375,253.0,138.0,216.13605625
MYO,MYO,MYO_2428,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2428.tiff,400.0,400.0,255.0,105.0,221.15264375,255.0,0.0,191.8627,255.0,168.0,230.4470875
MYO,MYO,MYO_3110,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3110.tiff,400.0,400.0,255.0,0.0,209.344875,253.0,0.0,171.23135625,254.0,132.0,210.1813625
MYO,MYO,MYO_1087,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1087.tiff,400.0,400.0,255.0,53.0,217.06951875,255.0,0.0,189.80958125,255.0,139.0,222.353775
MYO,MYO,MYO_2701,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2701.tiff,400.0,400.0,239.0,51.0,187.64650625,230.0,0.0,157.79115625,241.0,158.0,205.1947125
MYO,MYO,MYO_0696,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0696.tiff,400.0,400.0,255.0,86.0,212.51536875,255.0,0.0,179.4043875,251.0,156.0,207.85734375
MYO,MYO,MYO_1984,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1984.tiff,400.0,400.0,255.0,76.0,195.33499375,255.0,0.0,164.89135625,244.0,131.0,200.30019375
MYO,MYO,MYO_2351,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2351.tiff,400.0,400.0,255.0,55.0,204.6816,253.0,0.0,162.14713125,254.0,143.0,219.51875
MYO,MYO,MYO_2644,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2644.tiff,400.0,400.0,255.0,48.0,219.5284625,255.0,0.0,195.97603125,255.0,107.0,221.26569375
MYO,MYO,MYO_0679,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0679.tiff,400.0,400.0,255.0,77.0,207.3407125,253.0,0.0,175.31496875,253.0,136.0,208.5258875
MYO,MYO,MYO_0383,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0383.tiff,400.0,400.0,241.0,31.0,198.30305625,232.0,0.0,174.12029375,242.0,141.0,212.3601375
MYO,MYO,MYO_2214,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2214.tiff,400.0,400.0,255.0,0.0,198.90745,255.0,0.0,168.6553,255.0,129.0,206.1219875
MYO,MYO,MYO_0229,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0229.tiff,400.0,400.0,255.0,75.0,196.5411125,255.0,0.0,169.23268125,253.0,139.0,208.10101875
MYO,MYO,MYO_1068,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1068.tiff,400.0,400.0,255.0,65.0,212.79106875,255.0,0.0,184.738075,252.0,102.0,217.14439375
MYO,MYO,MYO_3055,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3055.tiff,400.0,400.0,255.0,67.0,194.8601625,251.0,0.0,161.78963125,247.0,137.0,198.4014
MYO,MYO,MYO_1592,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1592.tiff,400.0,400.0,249.0,47.0,187.70801875,238.0,0.0,159.40855625,250.0,130.0,201.9903375
MYO,MYO,MYO_1438,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1438.tiff,400.0,400.0,255.0,0.0,210.86056875,255.0,0.0,181.36460625,255.0,110.0,213.94144375
MYO,MYO,MYO_1316,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1316.tiff,400.0,400.0,255.0,89.0,201.23324375,255.0,0.0,174.09721875,247.0,137.0,207.95360625
MYO,MYO,MYO_0854,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0854.tiff,400.0,400.0,185.0,33.0,138.18493125,182.0,0.0,117.5235375,183.0,115.0,147.84108125
MYO,MYO,MYO_2869,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2869.tiff,400.0,400.0,255.0,31.0,204.57453125,253.0,0.0,166.53038125,249.0,149.0,202.10044375
MYO,MYO,MYO_1746,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1746.tiff,400.0,400.0,255.0,52.0,212.52158125,255.0,0.0,178.46788125,255.0,145.0,214.91835625
MYO,MYO,MYO_0507,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0507.tiff,400.0,400.0,249.0,34.0,202.791475,239.0,0.0,166.72791875,251.0,148.0,211.0974125
MYO,MYO,MYO_2490,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2490.tiff,400.0,400.0,255.0,6.0,212.8049125,255.0,0.0,186.56201875,252.0,59.0,212.4051875
MYO,MYO,MYO_0157,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0157.tiff,400.0,400.0,255.0,41.0,199.0646875,252.0,0.0,166.4350625,255.0,140.0,209.7545125
MYO,MYO,MYO_0442,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0442.tiff,400.0,400.0,245.0,64.0,192.39501875,242.0,0.0,168.98383125,241.0,142.0,202.2693125
MYO,MYO,MYO_2185,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2185.tiff,400.0,400.0,255.0,75.0,206.94893125,245.0,0.0,176.3002625,251.0,63.0,213.0116
MYO,MYO,MYO_0012,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0012.tiff,400.0,400.0,255.0,33.0,214.4948,255.0,0.0,192.7951125,255.0,161.0,219.51226875
MYO,MYO,MYO_1253,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1253.tiff,400.0,400.0,255.0,93.0,201.9879625,255.0,0.0,164.22318125,253.0,136.0,207.42788125
MYO,MYO,MYO_2886,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2886.tiff,400.0,400.0,255.0,100.0,218.71796875,255.0,0.0,184.93083125,248.0,173.0,214.408525
MYO,MYO,MYO_0911,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0911.tiff,400.0,400.0,255.0,69.0,196.67180625,249.0,0.0,174.31436875,248.0,139.0,202.76063125
MYO,MYO,MYO_1603,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1603.tiff,400.0,400.0,255.0,0.0,203.4852875,255.0,0.0,178.60344375,255.0,122.0,212.0000125
MYO,MYO,MYO_2306,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2306.tiff,400.0,400.0,255.0,14.0,213.405325,255.0,0.0,180.97858125,255.0,142.0,212.0485875
MYO,MYO,MYO_2756,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2756.tiff,400.0,400.0,255.0,3.0,214.1993,253.0,0.0,188.1044375,253.0,137.0,216.98518125
MYO,MYO,MYO_1879,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1879.tiff,400.0,400.0,255.0,47.0,214.48264375,255.0,0.0,179.4269,255.0,167.0,218.7955875
MYO,MYO,MYO_0291,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0291.tiff,400.0,400.0,255.0,63.0,194.4363,247.0,0.0,163.00794375,250.0,149.0,207.199925
MYO,MYO,MYO_3147,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3147.tiff,400.0,400.0,255.0,0.0,212.252225,255.0,0.0,190.21241875,255.0,119.0,224.24884375
MYO,MYO,MYO_1480,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1480.tiff,400.0,400.0,255.0,1.0,198.410075,255.0,0.0,161.32098125,255.0,116.0,205.1289375
MYO,MYO,MYO_1195,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1195.tiff,400.0,400.0,255.0,99.0,217.37626875,250.0,0.0,189.01725,251.0,140.0,219.139525
MYO,MYO,MYO_3002,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3002.tiff,400.0,400.0,255.0,65.0,217.0121,247.0,0.0,193.05926875,255.0,131.0,219.04104375
MYO,MYO,MYO_0784,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0784.tiff,400.0,400.0,255.0,0.0,212.7822375,255.0,0.0,181.6916125,253.0,130.0,213.7809
MYO,MYO,MYO_1896,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1896.tiff,400.0,400.0,255.0,49.0,195.97360625,249.0,0.0,160.17020625,245.0,153.0,204.91899375
MYO,MYO,MYO_2243,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2243.tiff,400.0,400.0,255.0,48.0,193.43595,249.0,0.0,160.3551,250.0,79.0,196.92054375
MYO,MYO,MYO_2613,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2613.tiff,400.0,400.0,255.0,58.0,209.73191875,255.0,0.0,174.4535375,255.0,153.0,213.94521875
MYO,MYO,MYO_0659,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0659.tiff,400.0,400.0,255.0,0.0,146.05465,253.0,0.0,125.22828125,254.0,0.0,154.81654375
MYO,MYO,MYO_2664,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2664.tiff,400.0,400.0,255.0,63.0,186.460525,249.0,0.0,145.1427,249.0,139.0,192.924925
MYO,MYO,MYO_0209,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0209.tiff,400.0,400.0,255.0,73.0,205.90728125,252.0,0.0,173.4651875,254.0,148.0,209.3391875
MYO,MYO,MYO_2234,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2234.tiff,400.0,400.0,255.0,48.0,221.92253125,255.0,0.0,194.901275,255.0,148.0,226.10233125
MYO,MYO,MYO_3075,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3075.tiff,400.0,400.0,255.0,48.0,210.83380625,255.0,0.0,172.304625,252.0,147.0,210.62471875
MYO,MYO,MYO_1048,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1048.tiff,400.0,400.0,255.0,78.0,213.656075,255.0,0.0,181.63365,255.0,125.0,215.93081875
MYO,MYO,MYO_1418,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1418.tiff,400.0,400.0,255.0,0.0,184.143275,253.0,0.0,153.5406625,254.0,110.0,199.57424375
MYO,MYO,MYO_3130,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3130.tiff,400.0,400.0,255.0,27.0,208.83066875,255.0,0.0,187.862975,254.0,137.0,213.2074625
MYO,MYO,MYO_2721,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2721.tiff,400.0,400.0,255.0,95.0,218.6362375,255.0,0.0,189.745325,255.0,152.0,223.4871375
MYO,MYO,MYO_2371,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2371.tiff,400.0,400.0,255.0,44.0,197.1523,252.0,0.0,163.0082625,252.0,62.0,205.2021
MYO,MYO,MYO_0966,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0966.tiff,400.0,400.0,255.0,40.0,198.44065,252.0,0.0,170.21369375,251.0,127.0,200.97805
MYO,MYO,MYO_1674,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1674.tiff,400.0,400.0,255.0,53.0,186.00149375,253.0,0.0,159.04595,251.0,130.0,198.36401875
MYO,MYO,MYO_1224,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1224.tiff,400.0,400.0,255.0,33.0,197.95466875,245.0,0.0,173.48134375,249.0,135.0,204.06383125
MYO,MYO,MYO_3219,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3219.tiff,400.0,400.0,255.0,42.0,188.21734375,254.0,0.0,154.29788125,252.0,127.0,208.0643875
MYO,MYO,MYO_2058,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2058.tiff,400.0,400.0,255.0,27.0,194.60790625,255.0,0.0,154.99819375,255.0,139.0,204.12674375
MYO,MYO,MYO_0065,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0065.tiff,400.0,400.0,255.0,69.0,213.878775,255.0,0.0,185.49025625,255.0,149.0,218.6824625
MYO,MYO,MYO_2408,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2408.tiff,400.0,400.0,255.0,67.0,207.5188,255.0,0.0,180.165875,244.0,153.0,208.2563625
MYO,MYO,MYO_0435,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0435.tiff,400.0,400.0,255.0,72.0,217.0097125,255.0,0.0,187.832925,255.0,141.0,220.40104375
MYO,MYO,MYO_0120,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0120.tiff,400.0,400.0,255.0,42.0,208.0988125,250.0,0.0,174.612425,255.0,149.0,212.93360625
MYO,MYO,MYO_0570,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0570.tiff,400.0,400.0,211.0,5.0,151.46726875,194.0,0.0,114.06463125,201.0,104.0,159.77815
MYO,MYO,MYO_0823,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0823.tiff,400.0,400.0,255.0,0.0,156.71720625,249.0,0.0,134.89355625,255.0,0.0,167.581225
MYO,MYO,MYO_1731,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1731.tiff,400.0,400.0,255.0,40.0,222.53938125,255.0,0.0,193.95830625,255.0,152.0,227.04170625
MYO,MYO,MYO_1361,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1361.tiff,400.0,400.0,255.0,79.0,207.3208,248.0,0.0,176.14219375,247.0,65.0,210.335725
MYO,MYO,MYO_0989,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0989.tiff,400.0,400.0,255.0,75.0,212.95795625,254.0,0.0,184.5126125,255.0,80.0,215.92075
MYO,MYO,MYO_3188,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3188.tiff,400.0,400.0,255.0,77.0,217.8770125,255.0,0.0,187.9603875,255.0,148.0,218.32868125
MYO,MYO,MYO_3022,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3022.tiff,400.0,400.0,255.0,81.0,214.95906875,255.0,0.0,184.1238625,255.0,171.0,220.7757
MYO,MYO,MYO_2799,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2799.tiff,400.0,400.0,251.0,70.0,189.76283125,236.0,0.0,166.07939375,244.0,151.0,204.9208625
MYO,MYO,MYO_2263,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2263.tiff,400.0,400.0,255.0,24.0,185.16304375,255.0,0.0,131.64054375,251.0,144.0,199.5642875
MYO,MYO,MYO_2633,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2633.tiff,400.0,400.0,255.0,9.0,218.1745375,255.0,0.0,192.4371,252.0,139.0,214.98399375
MYO,MYO,MYO_2326,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2326.tiff,400.0,400.0,255.0,25.0,185.491575,246.0,0.0,158.02131875,246.0,139.0,203.08479375
MYO,MYO,MYO_2776,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2776.tiff,400.0,400.0,255.0,49.0,202.677125,255.0,0.0,167.21411875,255.0,144.0,210.6802125
MYO,MYO,MYO_1859,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1859.tiff,400.0,400.0,255.0,0.0,189.72014375,249.0,0.0,168.392125,252.0,137.0,206.33335625
MYO,MYO,MYO_3167,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_3167.tiff,400.0,400.0,255.0,77.0,205.28749375,255.0,0.0,167.41329375,255.0,162.0,210.51171875
MYO,MYO,MYO_0462,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0462.tiff,400.0,400.0,255.0,79.0,202.36854375,241.0,0.0,164.88475625,252.0,166.0,211.7732125
MYO,MYO,MYO_0198,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0198.tiff,400.0,400.0,255.0,60.0,206.4658375,255.0,0.0,174.7534875,255.0,149.0,209.8054625
MYO,MYO,MYO_0032,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0032.tiff,400.0,400.0,255.0,9.0,193.9402625,247.0,0.0,166.5036,250.0,90.0,200.9192375
MYO,MYO,MYO_1273,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1273.tiff,400.0,400.0,255.0,0.0,195.12441875,241.0,0.0,174.35205,248.0,132.0,208.00200625
MYO,MYO,MYO_1789,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1789.tiff,400.0,400.0,255.0,11.0,195.15471875,254.0,0.0,173.31073125,251.0,76.0,206.4831
MYO,MYO,MYO_0931,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_0931.tiff,400.0,400.0,238.0,51.0,197.78683125,232.0,0.0,175.68836875,255.0,155.0,214.7925625
MYO,MYO,MYO_1623,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1623.tiff,400.0,400.0,255.0,51.0,213.9362375,249.0,0.0,183.9958875,249.0,153.0,211.1211125
MYO,MYO,MYO_1336,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_1336.tiff,400.0,400.0,195.0,20.0,145.81145,189.0,0.0,126.49103125,185.0,106.0,150.7935125
MYO,MYO,MYO_2849,/Volumes/Data1/Projets/Blood_cells/Data/Munich/AML/MYO/MYO_2849.tiff,400.0,400.0,255.0,14.0,213.99695,255.0,0.0,181.7378875,255.0,163.0,226.15296875
